Bins,2018
0,0
1,0
2,0
3,5
4,15
5,59
6,78
7,65
8,60
9,64
10,56
11,67
12,56
13,54
14,51
15,52
16,56
17,57
18,55
19,53
20,50
21,53
22,53
23,50
24,50
25,52
26,59
27,60
28,50
29,45
30,34
31,39
32,36
33,34
34,27
35,26
36,24
37,32
38,24
39,27
40,25
41,23
42,19
43,20
44,15
45,10
46,10
47,7
48,6
49,0
50,0
51,0
52,5
53,2
54,0
55,0
56,3
57,1
58,0
59,0
60,0
